
CLKs     PCr      PCs      IRs          PCerr  Werr      LEDs         RegW  RDins        MemW  MDins
02fc     0044     0044     1500fff9     00     00000     ffffff11     0     00000000     0     00000000
02fd     002c     002c     00139900     00     00000     ffffff11     1     fffff110     0     00000000
02fe     0030     0030     02709825     00     00000     ffffff11     1     fffff111     0     00000000
02ff     0034     0034     00132020     00     00000     ffffff11     1     fffff111     0     00000000
0300     0038     0038     20020022     00     00000     ffffff11     1     00000022     0     00000000
0301     003c     003c     0000000c     00     00000     ffffff11     0     00000000     0     00000000
0302     0040     0040     01094022     00     00000     fffff111     1     00000005     0     00000000
0303     0044     0044     1500fff9     00     00000     fffff111     0     00000000     0     00000000
0304     002c     002c     00139900     00     00000     fffff111     1     ffff1110     0     00000000
0305     0030     0030     02709825     00     00000     fffff111     1     ffff1111     0     00000000
0306     0034     0034     00132020     00     00000     fffff111     1     ffff1111     0     00000000
0307     0038     0038     20020022     00     00000     fffff111     1     00000022     0     00000000
0308     003c     003c     0000000c     00     00000     fffff111     0     00000000     0     00000000
0309     0040     0040     01094022     00     00000     ffff1111     1     00000004     0     00000000
030a     0044     0044     1500fff9     00     00000     ffff1111     0     00000000     0     00000000
030b     002c     002c     00139900     00     00000     ffff1111     1     fff11110     0     00000000
030c     0030     0030     02709825     00     00000     ffff1111     1     fff11111     0     00000000
030d     0034     0034     00132020     00     00000     ffff1111     1     fff11111     0     00000000
030e     0038     0038     20020022     00     00000     ffff1111     1     00000022     0     00000000
030f     003c     003c     0000000c     00     00000     ffff1111     0     00000000     0     00000000
0310     0040     0040     01094022     00     00000     fff11111     1     00000003     0     00000000
0311     0044     0044     1500fff9     00     00000     fff11111     0     00000000     0     00000000
0312     002c     002c     00139900     00     00000     fff11111     1     ff111110     0     00000000
0313     0030     0030     02709825     00     00000     fff11111     1     ff111111     0     00000000
0314     0034     0034     00132020     00     00000     fff11111     1     ff111111     0     00000000
0315     0038     0038     20020022     00     00000     fff11111     1     00000022     0     00000000
0316     003c     003c     0000000c     00     00000     fff11111     0     00000000     0     00000000
0317     0040     0040     01094022     00     00000     ff111111     1     00000002     0     00000000
0318     0044     0044     1500fff9     00     00000     ff111111     0     00000000     0     00000000
0319     002c     002c     00139900     00     00000     ff111111     1     f1111110     0     00000000
031a     0030     0030     02709825     00     00000     ff111111     1     f1111111     0     00000000
031b     0034     0034     00132020     00     00000     ff111111     1     f1111111     0     00000000
031c     0038     0038     20020022     00     00000     ff111111     1     00000022     0     00000000
031d     003c     003c     0000000c     00     00000     ff111111     0     00000000     0     00000000
031e     0040     0040     01094022     00     00000     f1111111     1     00000001     0     00000000
031f     0044     0044     1500fff9     00     00000     f1111111     0     00000000     0     00000000
0320     002c     002c     00139900     00     00000     f1111111     1     11111110     0     00000000
0321     0030     0030     02709825     00     00000     f1111111     1     11111111     0     00000000
0322     0034     0034     00132020     00     00000     f1111111     1     11111111     0     00000000
0323     0038     0038     20020022     00     00000     f1111111     1     00000022     0     00000000
0324     003c     003c     0000000c     00     00000     f1111111     0     00000000     0     00000000
0325     0040     0040     01094022     00     00000     11111111     1     00000000     0     00000000
0326     0044     0044     1500fff9     00     00000     11111111     0     00000000     0     00000000
0327     0048     0048     22100001     00     00000     11111111     1     00000002     0     00000000
0328     004c     004c     2018000f     00     00000     11111111     1     0000000f     0     00000000
0329     0050     0050     02188024     00     00000     11111111     1     00000002     0     00000000
032a     0054     0054     00108700     00     00000     11111111     1     20000000     0     00000000
032b     0058     0058     20080008     00     00000     11111111     1     00000008     0     00000000
032c     005c     005c     20090001     00     00000     11111111     1     00000001     0     00000000
032d     0060     0060     00139902     00     00000     11111111     1     01111111     0     00000000
032e     0064     0064     02709825     00     00000     11111111     1     21111111     0     00000000
032f     0068     0068     00132021     00     00000     11111111     1     21111111     0     00000000
0330     006c     006c     20020022     00     00000     11111111     1     00000022     0     00000000
0331     0070     0070     0000000c     00     00000     11111111     0     00000000     0     00000000
0332     0074     0074     01094022     00     00000     21111111     1     00000007     0     00000000
0333     0078     0078     1500fff9     00     00000     21111111     0     00000000     0     00000000
0334     0060     0060     00139902     00     00000     21111111     1     02111111     0     00000000
0335     0064     0064     02709825     00     00000     21111111     1     22111111     0     00000000
0336     0068     0068     00132021     00     00000     21111111     1     22111111     0     00000000
0337     006c     006c     20020022     00     00000     21111111     1     00000022     0     00000000
0338     0070     0070     0000000c     00     00000     21111111     0     00000000     0     00000000
0339     0074     0074     01094022     00     00000     22111111     1     00000006     0     00000000
033a     0078     0078     1500fff9     00     00000     22111111     0     00000000     0     00000000
033b     0060     0060     00139902     00     00000     22111111     1     02211111     0     00000000
033c     0064     0064     02709825     00     00000     22111111     1     22211111     0     00000000
033d     0068     0068     00132021     00     00000     22111111     1     22211111     0     00000000
033e     006c     006c     20020022     00     00000     22111111     1     00000022     0     00000000
033f     0070     0070     0000000c     00     00000     22111111     0     00000000     0     00000000
0340     0074     0074     01094022     00     00000     22211111     1     00000005     0     00000000
0341     0078     0078     1500fff9     00     00000     22211111     0     00000000     0     00000000
0342     0060     0060     00139902     00     00000     22211111     1     02221111     0     00000000
0343     0064     0064     02709825     00     00000     22211111     1     22221111     0     00000000
0344     0068     0068     00132021     00     00000     22211111     1     22221111     0     00000000
0345     006c     006c     20020022     00     00000     22211111     1     00000022     0     00000000
0346     0070     0070     0000000c     00     00000     22211111     0     00000000     0     00000000
0347     0074     0074     01094022     00     00000     22221111     1     00000004     0     00000000
0348     0078     0078     1500fff9     00     00000     22221111     0     00000000     0     00000000
0349     0060     0060     00139902     00     00000     22221111     1     02222111     0     00000000
034a     0064     0064     02709825     00     00000     22221111     1     22222111     0     00000000
034b     0068     0068     00132021     00     00000     22221111     1     22222111     0     00000000
034c     006c     006c     20020022     00     00000     22221111     1     00000022     0     00000000
034d     0070     0070     0000000c     00     00000     22221111     0     00000000     0     00000000
034e     0074     0074     01094022     00     00000     22222111     1     00000003     0     00000000
034f     0078     0078     1500fff9     00     00000     22222111     0     00000000     0     00000000
0350     0060     0060     00139902     00     00000     22222111     1     02222211     0     00000000
0351     0064     0064     02709825     00     00000     22222111     1     22222211     0     00000000
0352     0068     0068     00132021     00     00000     22222111     1     22222211     0     00000000
0353     006c     006c     20020022     00     00000     22222111     1     00000022     0     00000000
0354     0070     0070     0000000c     00     00000     22222111     0     00000000     0     00000000
0355     0074     0074     01094022     00     00000     22222211     1     00000002     0     00000000
0356     0078     0078     1500fff9     00     00000     22222211     0     00000000     0     00000000
0357     0060     0060     00139902     00     00000     22222211     1     02222221     0     00000000
0358     0064     0064     02709825     00     00000     22222211     1     22222221     0     00000000
0359     0068     0068     00132021     00     00000     22222211     1     22222221     0     00000000
035a     006c     006c     20020022     00     00000     22222211     1     00000022     0     00000000
035b     0070     0070     0000000c     00     00000     22222211     0     00000000     0     00000000
035c     0074     0074     01094022     00     00000     22222221     1     00000001     0     00000000
035d     0078     0078     1500fff9     00     00000     22222221     0     00000000     0     00000000
035e     0060     0060     00139902     00     00000     22222221     1     02222222     0     00000000
035f     0064     0064     02709825     00     00000     22222221     1     22222222     0     00000000
0360     0068     0068     00132021     00     00000     22222221     1     22222222     0     00000000
0361     006c     006c     20020022     00     00000     22222221     1     00000022     0     00000000
0362     0070     0070     0000000c     00     00000     22222221     0     00000000     0     00000000
0363     0074     0074     01094022     00     00000     22222222     1     00000000     0     00000000
0364     0078     0078     1500fff9     00     00000     22222222     0     00000000     0     00000000
0365     007c     007c     00108702     00     00000     22222222     1     00000002     0     00000000
0366     0080     0080     02c9b022     00     00000     22222222     1     00000007     0     00000000
0367     0084     0084     12c00001     00     00000     22222222     0     00000000     0     00000000
0368     0088     0088     08000c07     00     00000     22222222     0     00000000     0     00000000
0369     301c     301c     26100001     00     00000     22222222     1     00000003     0     00000000
036a     3020     3020     3210000f     00     00000     22222222     1     00000003     0     00000000
036b     3024     3024     20080008     00     00000     22222222     1     00000008     0     00000000
036c     3028     3028     20090001     00     00000     22222222     1     00000001     0     00000000
036d     302c     302c     00139900     00     00000     22222222     1     22222220     0     00000000
036e     3030     3030     02709825     00     00000     22222222     1     22222223     0     00000000
036f     3034     3034     00132020     00     00000     22222222     1     22222223     0     00000000
0370     3038     3038     20020022     00     00000     22222222     1     00000022     0     00000000
0371     303c     303c     0000000c     00     00000     22222222     0     00000000     0     00000000
0372     3040     3040     01094022     00     00000     22222223     1     00000007     0     00000000
0373     3044     3044     1500fff9     00     00000     22222223     0     00000000     0     00000000
0374     302c     302c     00139900     00     00000     22222223     1     22222230     0     00000000
0375     3030     3030     02709825     00     00000     22222223     1     22222233     0     00000000
0376     3034     3034     00132020     00     00000     22222223     1     22222233     0     00000000
0377     3038     3038     20020022     00     00000     22222223     1     00000022     0     00000000
0378     303c     303c     0000000c     00     00000     22222223     0     00000000     0     00000000
0379     3040     3040     01094022     00     00000     22222233     1     00000006     0     00000000
037a     3044     3044     1500fff9     00     00000     22222233     0     00000000     0     00000000
037b     302c     302c     00139900     00     00000     22222233     1     22222330     0     00000000
037c     3030     3030     02709825     00     00000     22222233     1     22222333     0     00000000
037d     3034     3034     00132020     00     00000     22222233     1     22222333     0     00000000
037e     3038     3038     20020022     00     00000     22222233     1     00000022     0     00000000
037f     303c     303c     0000000c     00     00000     22222233     0     00000000     0     00000000
0380     3040     3040     01094022     00     00000     22222333     1     00000005     0     00000000
0381     3044     3044     1500fff9     00     00000     22222333     0     00000000     0     00000000
0382     302c     302c     00139900     00     00000     22222333     1     22223330     0     00000000
0383     3030     3030     02709825     00     00000     22222333     1     22223333     0     00000000
0384     3034     3034     00132020     00     00000     22222333     1     22223333     0     00000000
0385     3038     3038     20020022     00     00000     22222333     1     00000022     0     00000000
0386     303c     303c     0000000c     00     00000     22222333     0     00000000     0     00000000
0387     3040     3040     01094022     00     00000     22223333     1     00000004     0     00000000
0388     3044     3044     1500fff9     00     00000     22223333     0     00000000     0     00000000
0389     302c     302c     00139900     00     00000     22223333     1     22233330     0     00000000
038a     3030     3030     02709825     00     00000     22223333     1     22233333     0     00000000
038b     3034     3034     00132020     00     00000     22223333     1     22233333     0     00000000
038c     3038     3038     20020022     00     00000     22223333     1     00000022     0     00000000
038d     303c     303c     0000000c     00     00000     22223333     0     00000000     0     00000000
038e     3040     3040     01094022     00     00000     22233333     1     00000003     0     00000000
038f     3044     3044     1500fff9     00     00000     22233333     0     00000000     0     00000000
0390     302c     302c     00139900     00     00000     22233333     1     22333330     0     00000000
0391     3030     3030     02709825     00     00000     22233333     1     22333333     0     00000000
0392     3034     3034     00132020     00     00000     22233333     1     22333333     0     00000000
0393     3038     3038     20020022     00     00000     22233333     1     00000022     0     00000000
0394     303c     303c     0000000c     00     00000     22233333     0     00000000     0     00000000
0395     3040     3040     01094022     00     00000     22333333     1     00000002     0     00000000
0396     3044     3044     1500fff9     00     00000     22333333     0     00000000     0     00000000
0397     302c     302c     00139900     00     00000     22333333     1     23333330     0     00000000
0398     3030     3030     02709825     00     00000     22333333     1     23333333     0     00000000
0399     3034     3034     00132020     00     00000     22333333     1     23333333     0     00000000
039a     3038     3038     20020022     00     00000     22333333     1     00000022     0     00000000
039b     303c     303c     0000000c     00     00000     22333333     0     00000000     0     00000000
039c     3040     3040     01094022     00     00000     23333333     1     00000001     0     00000000
039d     3044     3044     1500fff9     00     00000     23333333     0     00000000     0     00000000
039e     302c     302c     00139900     00     00000     23333333     1     33333330     0     00000000
039f     3030     3030     02709825     00     00000     23333333     1     33333333     0     00000000
03a0     3034     3034     00132020     00     00000     23333333     1     33333333     0     00000000
03a1     3038     3038     20020022     00     00000     23333333     1     00000022     0     00000000
03a2     303c     303c     0000000c     00     00000     23333333     0     00000000     0     00000000
03a3     3040     3040     01094022     00     00000     33333333     1     00000000     0     00000000
03a4     3044     3044     1500fff9     00     00000     33333333     0     00000000     0     00000000
03a5     3048     3048     22100001     00     00000     33333333     1     00000004     0     00000000
03a6     304c     304c     2018000f     00     00000     33333333     1     0000000f     0     00000000
03a7     3050     3050     02188024     00     00000     33333333     1     00000004     0     00000000
03a8     3054     3054     00108700     00     00000     33333333     1     40000000     0     00000000
03a9     3058     3058     20080008     00     00000     33333333     1     00000008     0     00000000
03aa     305c     305c     20090001     00     00000     33333333     1     00000001     0     00000000
03ab     3060     3060     00139902     00     00000     33333333     1     03333333     0     00000000
03ac     3064     3064     02709825     00     00000     33333333     1     43333333     0     00000000
03ad     3068     3068     00132021     00     00000     33333333     1     43333333     0     00000000
03ae     306c     306c     20020022     00     00000     33333333     1     00000022     0     00000000
03af     3070     3070     0000000c     00     00000     33333333     0     00000000     0     00000000
03b0     3074     3074     01094022     00     00000     43333333     1     00000007     0     00000000
03b1     3078     3078     1500fff9     00     00000     43333333     0     00000000     0     00000000
03b2     3060     3060     00139902     00     00000     43333333     1     04333333     0     00000000
03b3     3064     3064     02709825     00     00000     43333333     1     44333333     0     00000000
03b4     3068     3068     00132021     00     00000     43333333     1     44333333     0     00000000
03b5     306c     306c     20020022     00     00000     43333333     1     00000022     0     00000000
03b6     3070     3070     0000000c     00     00000     43333333     0     00000000     0     00000000
03b7     3074     3074     01094022     00     00000     44333333     1     00000006     0     00000000
03b8     3078     3078     1500fff9     00     00000     44333333     0     00000000     0     00000000
03b9     3060     3060     00139902     00     00000     44333333     1     04433333     0     00000000
03ba     3064     3064     02709825     00     00000     44333333     1     44433333     0     00000000
03bb     3068     3068     00132021     00     00000     44333333     1     44433333     0     00000000
03bc     306c     306c     20020022     00     00000     44333333     1     00000022     0     00000000
03bd     3070     3070     0000000c     00     00000     44333333     0     00000000     0     00000000
03be     3074     3074     01094022     00     00000     44433333     1     00000005     0     00000000
03bf     3078     3078     1500fff9     00     00000     44433333     0     00000000     0     00000000
03c0     3060     3060     00139902     00     00000     44433333     1     04443333     0     00000000
03c1     3064     3064     02709825     00     00000     44433333     1     44443333     0     00000000
03c2     3068     3068     00132021     00     00000     44433333     1     44443333     0     00000000
03c3     306c     306c     20020022     00     00000     44433333     1     00000022     0     00000000
03c4     3070     3070     0000000c     00     00000     44433333     0     00000000     0     00000000
03c5     3074     3074     01094022     00     00000     44443333     1     00000004     0     00000000
03c6     3078     3078     1500fff9     00     00000     44443333     0     00000000     0     00000000
03c7     3060     3060     00139902     00     00000     44443333     1     04444333     0     00000000
03c8     3064     3064     02709825     00     00000     44443333     1     44444333     0     00000000
03c9     3068     3068     00132021     00     00000     44443333     1     44444333     0     00000000
03ca     306c     306c     20020022     00     00000     44443333     1     00000022     0     00000000
03cb     3070     3070     0000000c     00     00000     44443333     0     00000000     0     00000000
03cc     3074     3074     01094022     00     00000     44444333     1     00000003     0     00000000
03cd     3078     3078     1500fff9     00     00000     44444333     0     00000000     0     00000000
03ce     3060     3060     00139902     00     00000     44444333     1     04444433     0     00000000
03cf     3064     3064     02709825     00     00000     44444333     1     44444433     0     00000000
03d0     3068     3068     00132021     00     00000     44444333     1     44444433     0     00000000
03d1     306c     306c     20020022     00     00000     44444333     1     00000022     0     00000000
03d2     3070     3070     0000000c     00     00000     44444333     0     00000000     0     00000000
03d3     3074     3074     01094022     00     00000     44444433     1     00000002     0     00000000
03d4     3078     3078     1500fff9     00     00000     44444433     0     00000000     0     00000000
03d5     3060     3060     00139902     00     00000     44444433     1     04444443     0     00000000
03d6     3064     3064     02709825     00     00000     44444433     1     44444443     0     00000000
03d7     3068     3068     00132021     00     00000     44444433     1     44444443     0     00000000
03d8     306c     306c     20020022     00     00000     44444433     1     00000022     0     00000000
03d9     3070     3070     0000000c     00     00000     44444433     0     00000000     0     00000000
03da     3074     3074     01094022     00     00000     44444443     1     00000001     0     00000000
03db     3078     3078     1500fff9     00     00000     44444443     0     00000000     0     00000000
03dc     3060     3060     00139902     00     00000     44444443     1     04444444     0     00000000
03dd     3064     3064     02709825     00     00000     44444443     1     44444444     0     00000000
03de     3068     3068     00132021     00     00000     44444443     1     44444444     0     00000000
03df     306c     306c     20020022     00     00000     44444443     1     00000022     0     00000000
03e0     3070     3070     0000000c     00     00000     44444443     0     00000000     0     00000000
03e1     3074     3074     01094022     00     00000     44444444     1     00000000     0     00000000
03e2     3078     3078     1500fff9     00     00000     44444444     0     00000000     0     00000000
03e3     307c     307c     00108702     00     00000     44444444     1     00000004     0     00000000
03e4     3080     3080     02c9b022     00     00000     44444444     1     00000006     0     00000000
03e5     3084     3084     12c00001     00     00000     44444444     0     00000000     0     00000000
03e6     3088     3088     08000c07     00     00000     44444444     0     00000000     0     00000000
03e7     301c     301c     26100001     00     00000     44444444     1     00000005     0     00000000
03e8     3020     3020     3210000f     00     00000     44444444     1     00000005     0     00000000
