CLKs     PCr      PCs      IRs          PCerr  Werr      LEDs         RegW  RDins        MemW  MDins
0302     30b8     30b8     23bd0004     00     00000     00000001     1     000007d8     0     00000000
0303     30bc     30bc     afb00000     00     00000     00000001     0     00000000     1     00000001
0304     30c0     30c0     23bd0004     00     00000     00000001     1     000007dc     0     00000000
0305     30c4     30c4     afb30000     00     00000     00000001     0     00000000     1     ffffff10
0306     30c8     30c8     23bd0004     00     00000     00000001     1     000007e0     0     00000000
0307     30cc     30cc     afb40000     00     00000     00000001     0     00000000     1     00000000
0308     30d0     30d0     23bd0004     00     00000     00000001     1     000007e4     0     00000000
0309     30d4     30d4     afb50000     00     00000     00000001     0     00000000     1     00000000
030a     30d8     30d8     23bd0004     00     00000     00000001     1     000007e8     0     00000000
030b     30dc     30dc     afb60000     00     00000     00000001     0     00000000     1     00000008
030c     30e0     30e0     23bd0004     00     00000     00000001     1     000007ec     0     00000000
030d     30e4     30e4     40000000     00     00000     00000001     0     00000000     0     00000000
030e     30e8     30e8     20160001     00     00000     00000001     1     00000001     0     00000000
030f     30ec     30ec     20140003     00     00000     00000001     1     00000003     0     00000000
0310     30f0     30f0     20150001     00     00000     00000001     1     00000001     0     00000000
0311     30f4     30f4     00168020     00     00000     00000001     1     00000001     0     00000000
0312     30f8     30f8     00108100     00     00000     00000001     1     00000010     0     00000000
0313     30fc     30fc     02149825     00     00000     00000001     1     00000013     0     00000000
0314     3100     3100     00132020     00     00000     00000001     1     00000013     0     00000000
0315     3104     3104     20020022     00     00000     00000001     1     00000022     0     00000000
0316     3108     3108     0000000c     00     00000     00000001     0     00000000     0     00000000
0317     310c     310c     1600fffa     00     00000     00000013     0     00000000     0     00000000
0318     30f8     30f8     00108100     00     00000     00000013     1     00000100     0     00000000
0319     30fc     30fc     02149825     00     00000     00000013     1     00000103     0     00000000
031a     3100     3100     00132020     00     00000     00000013     1     00000103     0     00000000
031b     3104     3104     20020022     00     00000     00000013     1     00000022     0     00000000
031c     3108     3108     0000000c     00     00000     00000013     0     00000000     0     00000000
031d     310c     310c     1600fffa     00     00000     00000103     0     00000000     0     00000000
031e     30f8     30f8     00108100     00     00000     00000103     1     00001000     0     00000000
031f     30fc     30fc     02149825     00     00000     00000103     1     00001003     0     00000000
0320     3100     3100     00132020     00     00000     00000103     1     00001003     0     00000000
0321     3104     3104     20020022     00     00000     00000103     1     00000022     0     00000000
0322     3108     3108     0000000c     00     00000     00000103     0     00000000     0     00000000
0323     310c     310c     1600fffa     00     00000     00001003     0     00000000     0     00000000
0324     30f8     30f8     00108100     00     00000     00001003     1     00010000     0     00000000
0325     30fc     30fc     02149825     00     00000     00001003     1     00010003     0     00000000
0326     3100     3100     00132020     00     00000     00001003     1     00010003     0     00000000
0327     3104     3104     20020022     00     00000     00001003     1     00000022     0     00000000
0328     3108     3108     0000000c     00     00000     00001003     0     00000000     0     00000000
0329     310c     310c     1600fffa     00     00000     00010003     0     00000000     0     00000000
032a     30f8     30f8     00108100     00     00000     00010003     1     00100000     0     00000000
032b     30fc     30fc     02149825     00     00000     00010003     1     00100003     0     00000000
032c     3100     3100     00132020     00     00000     00010003     1     00100003     0     00000000
032d     3104     3104     20020022     00     00000     00010003     1     00000022     0     00000000
032e     3108     3108     0000000c     00     00000     00010003     0     00000000     0     00000000
032f     310c     310c     1600fffa     00     00000     00100003     0     00000000     0     00000000
0330     30f8     30f8     00108100     00     00000     00100003     1     01000000     0     00000000
0331     30fc     30fc     02149825     00     00000     00100003     1     01000003     0     00000000
0332     3100     3100     00132020     00     00000     00100003     1     01000003     0     00000000
0333     3104     3104     20020022     00     00000     00100003     1     00000022     0     00000000
0334     3108     3108     0000000c     00     00000     00100003     0     00000000     0     00000000
0335     310c     310c     1600fffa     00     00000     01000003     0     00000000     0     00000000
0336     30f8     30f8     00108100     00     00000     01000003     1     10000000     0     00000000
0337     30fc     30fc     02149825     00     00000     01000003     1     10000003     0     00000000
0338     3100     3100     00132020     00     00000     01000003     1     10000003     0     00000000
0339     3104     3104     20020022     00     00000     01000003     1     00000022     0     00000000
033a     3108     3108     0000000c     00     00000     01000003     0     00000000     0     00000000
033b     310c     310c     1600fffa     00     00000     10000003     0     00000000     0     00000000
033c     30f8     30f8     00108100     00     00000     10000003     1     00000000     0     00000000
033d     30fc     30fc     02149825     00     00000     10000003     1     00000003     0     00000000
033e     3100     3100     00132020     00     00000     10000003     1     00000003     0     00000000
033f     3104     3104     20020022     00     00000     10000003     1     00000022     0     00000000
0340     3108     3108     0000000c     00     00000     10000003     0     00000000     0     00000000
0341     310c     310c     1600fffa     00     00000     00000003     0     00000000     0     00000000
0342     3110     3110     0295a022     00     00000     00000003     1     00000002     0     00000000
0343     3114     3114     1680fff7     00     00000     00000003     0     00000000     0     00000000
0344     30f4     30f4     00168020     00     00000     00000003     1     00000001     0     00000000
0345     30f8     30f8     00108100     00     00000     00000003     1     00000010     0     00000000
0346     30fc     30fc     02149825     00     00000     00000003     1     00000012     0     00000000
0347     3100     3100     00132020     00     00000     00000003     1     00000012     0     00000000
0348     3104     3104     20020022     00     00000     00000003     1     00000022     0     00000000
0349     3108     3108     0000000c     00     00000     00000003     0     00000000     0     00000000
034a     310c     310c     1600fffa     00     00000     00000012     0     00000000     0     00000000
034b     30f8     30f8     00108100     00     00000     00000012     1     00000100     0     00000000
034c     30fc     30fc     02149825     00     00000     00000012     1     00000102     0     00000000
034d     3100     3100     00132020     00     00000     00000012     1     00000102     0     00000000
034e     3104     3104     20020022     00     00000     00000012     1     00000022     0     00000000
034f     3108     3108     0000000c     00     00000     00000012     0     00000000     0     00000000
0350     310c     310c     1600fffa     00     00000     00000102     0     00000000     0     00000000
0351     30f8     30f8     00108100     00     00000     00000102     1     00001000     0     00000000
0352     30fc     30fc     02149825     00     00000     00000102     1     00001002     0     00000000
0353     3100     3100     00132020     00     00000     00000102     1     00001002     0     00000000
0354     3104     3104     20020022     00     00000     00000102     1     00000022     0     00000000
0355     3108     3108     0000000c     00     00000     00000102     0     00000000     0     00000000
0356     310c     310c     1600fffa     00     00000     00001002     0     00000000     0     00000000
0357     30f8     30f8     00108100     00     00000     00001002     1     00010000     0     00000000
0358     30fc     30fc     02149825     00     00000     00001002     1     00010002     0     00000000
0359     3100     3100     00132020     00     00000     00001002     1     00010002     0     00000000
035a     3104     3104     20020022     00     00000     00001002     1     00000022     0     00000000
035b     3108     3108     0000000c     00     00000     00001002     0     00000000     0     00000000
035c     310c     310c     1600fffa     00     00000     00010002     0     00000000     0     00000000
035d     30f8     30f8     00108100     00     00000     00010002     1     00100000     0     00000000
035e     30fc     30fc     02149825     00     00000     00010002     1     00100002     0     00000000
035f     3100     3100     00132020     00     00000     00010002     1     00100002     0     00000000
0360     3104     3104     20020022     00     00000     00010002     1     00000022     0     00000000
0361     3108     3108     0000000c     00     00000     00010002     0     00000000     0     00000000
0362     310c     310c     1600fffa     00     00000     00100002     0     00000000     0     00000000
0363     30f8     30f8     00108100     00     00000     00100002     1     01000000     0     00000000
0364     30fc     30fc     02149825     00     00000     00100002     1     01000002     0     00000000
0365     3100     3100     00132020     00     00000     00100002     1     01000002     0     00000000
0366     3104     3104     20020022     00     00000     00100002     1     00000022     0     00000000
0367     3108     3108     0000000c     00     00000     00100002     0     00000000     0     00000000
0368     310c     310c     1600fffa     00     00000     01000002     0     00000000     0     00000000
0369     30f8     30f8     00108100     00     00000     01000002     1     10000000     0     00000000
036a     30fc     30fc     02149825     00     00000     01000002     1     10000002     0     00000000
036b     3100     3100     00132020     00     00000     01000002     1     10000002     0     00000000
036c     3104     3104     20020022     00     00000     01000002     1     00000022     0     00000000
036d     3108     3108     0000000c     00     00000     01000002     0     00000000     0     00000000
036e     310c     310c     1600fffa     00     00000     10000002     0     00000000     0     00000000
036f     30f8     30f8     00108100     00     00000     10000002     1     00000000     0     00000000
0370     30fc     30fc     02149825     00     00000     10000002     1     00000002     0     00000000
0371     3100     3100     00132020     00     00000     10000002     1     00000002     0     00000000
0372     3104     3104     20020022     00     00000     10000002     1     00000022     0     00000000
0373     3108     3108     0000000c     00     00000     10000002     0     00000000     0     00000000
0374     310c     310c     1600fffa     00     00000     00000002     0     00000000     0     00000000
0375     3110     3110     0295a022     00     00000     00000002     1     00000001     0     00000000
0376     3114     3114     1680fff7     00     00000     00000002     0     00000000     0     00000000
0377     30f4     30f4     00168020     00     00000     00000002     1     00000001     0     00000000
0378     30f8     30f8     00108100     00     00000     00000002     1     00000010     0     00000000
0379     30fc     30fc     02149825     00     00000     00000002     1     00000011     0     00000000
037a     3100     3100     00132020     00     00000     00000002     1     00000011     0     00000000
037b     3104     3104     20020022     00     00000     00000002     1     00000022     0     00000000
037c     3108     3108     0000000c     00     00000     00000002     0     00000000     0     00000000
037d     310c     310c     1600fffa     00     00000     00000011     0     00000000     0     00000000
037e     30f8     30f8     00108100     00     00000     00000011     1     00000100     0     00000000
037f     30fc     30fc     02149825     00     00000     00000011     1     00000101     0     00000000
0380     3100     3100     00132020     00     00000     00000011     1     00000101     0     00000000
0381     3104     3104     20020022     00     00000     00000011     1     00000022     0     00000000
0382     3108     3108     0000000c     00     00000     00000011     0     00000000     0     00000000
0383     310c     310c     1600fffa     00     00000     00000101     0     00000000     0     00000000
0384     30f8     30f8     00108100     00     00000     00000101     1     00001000     0     00000000
0385     30fc     30fc     02149825     00     00000     00000101     1     00001001     0     00000000
0386     3100     3100     00132020     00     00000     00000101     1     00001001     0     00000000
0387     3104     3104     20020022     00     00000     00000101     1     00000022     0     00000000
0388     3108     3108     0000000c     00     00000     00000101     0     00000000     0     00000000
0389     310c     310c     1600fffa     00     00000     00001001     0     00000000     0     00000000
038a     30f8     30f8     00108100     00     00000     00001001     1     00010000     0     00000000
038b     30fc     30fc     02149825     00     00000     00001001     1     00010001     0     00000000
038c     3100     3100     00132020     00     00000     00001001     1     00010001     0     00000000
038d     3104     3104     20020022     00     00000     00001001     1     00000022     0     00000000
038e     3108     3108     0000000c     00     00000     00001001     0     00000000     0     00000000
038f     310c     310c     1600fffa     00     00000     00010001     0     00000000     0     00000000
0390     30f8     30f8     00108100     00     00000     00010001     1     00100000     0     00000000
0391     30fc     30fc     02149825     00     00000     00010001     1     00100001     0     00000000
0392     3100     3100     00132020     00     00000     00010001     1     00100001     0     00000000
0393     3104     3104     20020022     00     00000     00010001     1     00000022     0     00000000
0394     3108     3108     0000000c     00     00000     00010001     0     00000000     0     00000000
0395     310c     310c     1600fffa     00     00000     00100001     0     00000000     0     00000000
0396     30f8     30f8     00108100     00     00000     00100001     1     01000000     0     00000000
0397     30fc     30fc     02149825     00     00000     00100001     1     01000001     0     00000000
0398     3100     3100     00132020     00     00000     00100001     1     01000001     0     00000000
0399     3104     3104     20020022     00     00000     00100001     1     00000022     0     00000000
039a     3108     3108     0000000c     00     00000     00100001     0     00000000     0     00000000
039b     310c     310c     1600fffa     00     00000     01000001     0     00000000     0     00000000
039c     30f8     30f8     00108100     00     00000     01000001     1     10000000     0     00000000
039d     30fc     30fc     02149825     00     00000     01000001     1     10000001     0     00000000
039e     3100     3100     00132020     00     00000     01000001     1     10000001     0     00000000
039f     3104     3104     20020022     00     00000     01000001     1     00000022     0     00000000
03a0     3108     3108     0000000c     00     00000     01000001     0     00000000     0     00000000
03a1     310c     310c     1600fffa     00     00000     10000001     0     00000000     0     00000000
03a2     30f8     30f8     00108100     00     00000     10000001     1     00000000     0     00000000
03a3     30fc     30fc     02149825     00     00000     10000001     1     00000001     0     00000000
03a4     3100     3100     00132020     00     00000     10000001     1     00000001     0     00000000
03a5     3104     3104     20020022     00     00000     10000001     1     00000022     0     00000000
03a6     3108     3108     0000000c     00     00000     10000001     0     00000000     0     00000000
03a7     310c     310c     1600fffa     00     00000     00000001     0     00000000     0     00000000
03a8     3110     3110     0295a022     00     00000     00000001     1     00000000     0     00000000
03a9     3114     3114     1680fff7     00     00000     00000001     0     00000000     0     00000000
03aa     3118     3118     40800000     00     00000     00000001     0     00000000     0     00000000
03ab     311c     311c     23bdfffc     00     00000     00000001     1     000007e8     0     00000000
03ac     3120     3120     8fb60000     00     00000     00000001     1     00000008     0     00000000
03ad     3124     3124     23bdfffc     00     00000     00000001     1     000007e4     0     00000000
03ae     3128     3128     8fb50000     00     00000     00000001     1     00000000     0     00000000
03af     312c     312c     23bdfffc     00     00000     00000001     1     000007e0     0     00000000
03b0     3130     3130     8fb40000     00     00000     00000001     1     00000000     0     00000000
03b1     3134     3134     23bdfffc     00     00000     00000001     1     000007dc     0     00000000
03b2     3138     3138     8fb30000     00     00000     00000001     1     ffffff10     0     00000000
03b3     313c     313c     23bdfffc     00     00000     00000001     1     000007d8     0     00000000
03b4     3140     3140     8fb00000     00     00000     00000001     1     00000001     0     00000000
03b5     3144     3144     23bdfffc     00     00000     00000001     1     000007d4     0     00000000
03b6     3148     3148     8fa40000     00     00000     00000001     1     fffffff1     0     00000000
03b7     314c     314c     23bdfffc     00     00000     00000001     1     000007d0     0     00000000
03b8     3150     3150     8fa20000     00     00000     00000001     1     00000022     0     00000000
03b9     3154     3154     42000018     00     00000     00000001     0     00000000     0     00000000
03ba     0030     0030     02709825     00     00000     00000001     1     ffffff11     0     00000000
03bb     0034     0034     00132020     00     00000     00000001     1     ffffff11     0     00000000
03bc     0038     0038     20020022     00     00000     00000001     1     00000022     0     00000000
03bd     003c     003c     0000000c     00     00000     00000001     0     00000000     0     00000000
03be     0040     0040     01094022     00     00000     ffffff11     1     00000006     0     00000000
03bf     0044     0044     1500fff9     00     00000     ffffff11     0     00000000     0     00000000
03c0     002c     002c     00139900     00     00000     ffffff11     1     fffff110     0     00000000
03c1     0030     0030     02709825     00     00000     ffffff11     1     fffff111     0     00000000
03c2     0034     0034     00132020     00     00000     ffffff11     1     fffff111     0     00000000
03c3     0038     0038     20020022     00     00000     ffffff11     1     00000022     0     00000000
03c4     003c     003c     0000000c     00     00000     ffffff11     0     00000000     0     00000000
03c5     0040     0040     01094022     00     00000     fffff111     1     00000005     0     00000000
03c6     0044     0044     1500fff9     00     00000     fffff111     0     00000000     0     00000000
03c7     002c     002c     00139900     00     00000     fffff111     1     ffff1110     0     00000000
03c8     0030     0030     02709825     00     00000     fffff111     1     ffff1111     0     00000000
03c9     0034     0034     00132020     00     00000     fffff111     1     ffff1111     0     00000000
03ca     0038     0038     20020022     00     00000     fffff111     1     00000022     0     00000000
03cb     003c     003c     0000000c     00     00000     fffff111     0     00000000     0     00000000
03cc     0040     0040     01094022     00     00000     ffff1111     1     00000004     0     00000000
03cd     0044     0044     1500fff9     00     00000     ffff1111     0     00000000     0     00000000
03ce     002c     002c     00139900     00     00000     ffff1111     1     fff11110     0     00000000
03cf     0030     0030     02709825     00     00000     ffff1111     1     fff11111     0     00000000
03d0     0034     0034     00132020     00     00000     ffff1111     1     fff11111     0     00000000
03d1     0038     0038     20020022     00     00000     ffff1111     1     00000022     0     00000000
03d2     003c     003c     0000000c     00     00000     ffff1111     0     00000000     0     00000000
03d3     0040     0040     01094022     00     00000     fff11111     1     00000003     0     00000000
03d4     0044     0044     1500fff9     00     00000     fff11111     0     00000000     0     00000000
03d5     002c     002c     00139900     00     00000     fff11111     1     ff111110     0     00000000
03d6     0030     0030     02709825     00     00000     fff11111     1     ff111111     0     00000000
03d7     0034     0034     00132020     00     00000     fff11111     1     ff111111     0     00000000
03d8     0038     0038     20020022     00     00000     fff11111     1     00000022     0     00000000
03d9     003c     003c     0000000c     00     00000     fff11111     0     00000000     0     00000000
03da     0040     0040     01094022     00     00000     ff111111     1     00000002     0     00000000
03db     0044     0044     1500fff9     00     00000     ff111111     0     00000000     0     00000000
03dc     002c     002c     00139900     00     00000     ff111111     1     f1111110     0     00000000
03dd     0030     0030     02709825     00     00000     ff111111     1     f1111111     0     00000000
03de     0034     0034     00132020     00     00000     ff111111     1     f1111111     0     00000000
03df     0038     0038     20020022     00     00000     ff111111     1     00000022     0     00000000
03e0     003c     003c     0000000c     00     00000     ff111111     0     00000000     0     00000000
03e1     0040     0040     01094022     00     00000     f1111111     1     00000001     0     00000000
03e2     0044     0044     1500fff9     00     00000     f1111111     0     00000000     0     00000000
03e3     002c     002c     00139900     00     00000     f1111111     1     11111110     0     00000000
03e4     0030     0030     02709825     00     00000     f1111111     1     11111111     0     00000000
03e5     0034     0034     00132020     00     00000     f1111111     1     11111111     0     00000000
03e6     0038     0038     20020022     00     00000     f1111111     1     00000022     0     00000000
03e7     003c     003c     0000000c     00     00000     f1111111     0     00000000     0     00000000
03e8     0040     0040     01094022     00     00000     11111111     1     00000000     0     00000000
